"","s=4.641589"
"182",239613.1742381
"183",1004728.13810896
"184",795039.258389511
"185",861854.169817284
"186",1225630.80037287
"187",287205.855742663
"188",474217.764521183
"189",220824.480038882
"190",457943.273808155
"191",190735.243575697
"192",564950.880193759
"193",254327.941118031
"194",290853.554187399
"195",271165.486764419
"196",380343.491855902
"197",195971.508888123
"198",250241.420676288
"199",430649.284822364
"200",184780.806352274
"201",368036.073413087
"202",224769.076459554
"203",144573.780125407
"204",251257.565995079
"205",574130.808697316
"206",284131.95093603
"207",347534.710417589
"208",209417.359422934
"209",542850.916768014
"210",256182.507061741
"211",134019.625375488
"212",582954.065590051
"213",449402.754807261
"214",585289.991307765
"215",832036.303806711
"216",266445.796094311
"217",726586.639464388
"218",240562.928033428
"219",279720.952567134
"220",382635.739210183
"221",237588.527362978
"222",643430.506774322
"223",227970.494558966
"224",157610.91708664
"225",338264.000914886
"226",141782.77206371
"227",937101.713831894
"228",575927.943820675
"229",478579.152060108
"230",776900.886136022
"231",338195.736344031
"232",320130.54258892
"233",395833.413033248
"234",452550.975227103
"235",162813.157394433
"236",489165.843740556
"237",499270.122295097
"238",481245.120718939
"239",430687.879063367
"240",920156.727183222
"241",355892.75501784
"242",445903.6554122
"243",535727.835851707
"244",384794.195355968
"245",747082.449438823
"246",650539.736854278
"247",304658.951215273
"248",230085.9524994
"249",413274.664049782
"250",873181.130613635
"251",663128.868695709
"252",429906.597472237
"253",418505.315226677
"254",354984.546184051
"255",218612.248402749
"256",391139.60657873
"257",187082.671470079
"258",555254.325290711
"259",458596.466239023
"260",367894.425228391
"261",1045873.31810978
"262",593727.295276573
"263",313177.32721462
"264",556547.970862469
"265",628196.345951492
"266",523795.04732345
"267",499065.032628823
"268",573964.575587064
"269",425043.149168741
"270",507917.170651061
"271",775970.549442147
"272",351713.90737097
"273",144819.180083024
"274",990017.651822949
"275",673782.054404908
"276",479108.120760159
"277",442225.940162191
"278",243605.496497127
"279",654047.738038834
"280",337938.094643682
"281",988119.927739842
"282",282105.070603232
"283",691941.536793721
"284",282424.723264713
"285",646741.579593602
"286",589966.164787314
"287",563122.501894616
"288",1455947.68900351
"289",282648.1965836
"290",582626.449026887
"291",241593.901399119
"292",318933.418865917
"293",478744.061529323
"294",1352640.69466708
"295",689005.323214543
"296",330581.587312947
"297",740855.514905274
"298",179755.844709006
"299",629075.751748848
"300",1033451.657735
"301",316411.423782066
"302",383555.03806949
"303",786967.121381286
"304",790443.442990137
"305",474898.722832807
"306",1224006.41050862
"307",462829.723143858
"308",333554.332675629
"309",456627.802429464
"310",529418.029865108
"311",439545.338686691
"312",758571.940813412
"313",141478.748343717
"314",555392.300038483
"315",874225.307000451
"316",1485046.46856941
"317",488235.92031427
"318",277193.994640932
"319",1109575.09405431
"320",475861.037256837
"321",774386.781302975
"322",531932.411394481
"323",274679.110822527
"324",258777.552451078
"325",570627.710335315
"326",302872.465226951
"327",528888.040484332
"328",474576.855064299
"329",281866.407425073
"330",992722.088469057
"331",464091.076781822
"332",488702.885035099
"333",1201426.78699669
"334",391237.982034054
"335",409330.446338106
"336",249347.226389605
"337",820805.836747722
"338",601046.593944601
"339",368709.899229661
"340",603026.634693614
"341",225919.940847371
"342",359575.775015508
"343",276573.132376613
"344",234074.478266482
"345",270981.174168303
"346",334702.064009175
"347",218826.293017378
"348",340898.423204306
"349",473137.601346048
"350",460893.508551896
"351",306181.076749234
"352",394416.894292969
"353",334710.30897199
"354",556097.728002692
"355",349049.589964385
"356",502263.491733472
"357",455413.366588096
"358",334262.174759954
"359",302774.942054055
"360",317166.606465445
"361",491763.993274982
"362",1012443.63972499
"363",1487568.95913406
"364",409651.923655582
"365",144907.556609979
"366",837647.407658332
"367",364872.582678226
"368",331107.039015361
"369",660824.516665265
"370",554635.766322447
"371",319437.918521587
"372",418592.697738178
"373",537307.8942991
"374",666946.940863182
"375",427648.053357754
"376",1602395.92311014
"377",160646.573694643
"378",629904.739010177
"379",508837.019294524
"380",457595.27848457
"381",600105.909264132
"382",776983.777060632
"383",349892.82557546
"384",367787.229566205
"385",486125.182663215
"386",532441.707003575
"387",613927.175148632
"388",999645.835752914
"389",298480.759619939
"390",810084.38723349
"391",1446880.00432387
"392",653198.871964093
"393",752136.673164363
"394",1071154.47386686
"395",579965.324364914
"396",360459.1911614
"397",170987.00611197
"398",423079.890495535
"399",827672.888760956
"400",421367.580034986
"401",909487.105138902
"402",140047.207724201
"403",597358.438564203
"404",135755.229656164
"405",224605.703646832
"406",878254.389479953
"407",180431.965684964
"408",890160.847023698
"409",603016.136292159
"410",338935.287422304
"411",333263.458739471
"412",654822.868306195
"413",322554.157301625
"414",156372.700380299
"415",1145549.76663904
"416",370794.024369246
"417",306105.289902842
"418",240580.835556907
"419",292611.974541194
"420",142196.144424219
"421",435404.993151606
"422",996625.099416918
"423",258955.514861553
"424",941464.650774377
"425",682540.978146805
"426",491210.222285888
"427",1034406.80932739
"428",1385063.16773499
"429",1112100.02506295
"430",686433.21863933
"431",835656.508470905
"432",341675.604795496
"433",667965.895186197
"434",591150.953605242
"435",259071.030546516
"436",705391.3300509
"437",397140.210964417
"438",1038976.76713873
"439",521911.038253452
"440",189167.842190243
"441",543203.351623946
"442",276713.828269274
"443",802245.831618976
"444",1263283.8913926
"445",206168.37089168
"446",349303.202975872
"447",293422.10888395
"448",415321.589855323
"449",264569.672768971
"450",666597.672416079
"451",855130.995243751
"452",269528.186555034
"453",455629.493832524
"454",446350.664849842
"455",510982.688937202
"456",528128.925086193
"457",187596.852626829
"458",659716.544201639
"459",925048.933393749
"460",197999.569353495
"461",1137921.41115988
"462",279381.972642977
"463",1242404.80207774
"464",653611.316310566
"465",469874.634582089
"466",590409.831817084
"467",402988.231559304
"468",316150.719064815
"469",163502.840540853
"470",806772.302929539
"471",776613.793829681
"472",243790.880771718
"473",239138.161642853
"474",914407.366612204
"475",362149.738777471
"476",465306.56784084
"477",376364.445476298
"478",472561.269944569
"479",301257.093684683
"480",457126.284968026
"481",289800.128103247
"482",284745.147727462
"483",636345.231367208
"484",773013.432911673
"485",440161.717322084
"486",597997.978128504
"487",511671.495723286
"488",1212055.19956783
"489",258463.3386362
"490",243707.183059627
"491",394943.501220389
"492",491528.29351075
"493",113952.234406771
"494",321508.928128212
"495",1436050.10576046
"496",295016.223770401
"497",320650.568511136
"498",1352616.04869692
"499",801478.961785401
"500",407119.625540898
"501",161271.405788257
"502",269306.849500518
"503",318862.991410546
"504",474311.127995599
"505",299796.47264919
"506",211913.191833942
"507",120011.795507204
"508",523409.231167251
"509",939798.888912197
"510",639062.768186421
"511",393490.175426383
"512",218622.052977061
"513",602787.621814849
"514",759849.247331124
"515",1112113.69778911
"516",1314617.10833776
"517",1340717.86320324
"518",276643.83819507
"519",131507.171911565
"520",386615.714915539
"521",571971.092688016
"522",370948.833210522
"523",561257.080470605
"524",569687.357954101
"525",500796.896994275
"526",233605.688494902
"527",509312.75880981
"528",267050.330154818
"529",1097413.10215487
"530",562682.128149083
"531",410918.868341059
"532",1146748.85663408
"533",870927.368294378
"534",835331.81414314
"535",677117.512483148
"536",474290.314013195
"537",939021.154828883
"538",580756.523411283
"539",319236.441366753
"540",459465.783688776
"541",577383.260390189
"542",309202.429538363
"543",419116.279933275
"544",697740.224214471
"545",1058195.99034062
"546",295742.282016819
"547",414774.624638157
"548",238930.24911463
"549",827203.264328904
"550",581503.301965934
"551",175807.780364079
"552",578349.4360304
"553",684209.261710364
"554",773159.917596658
"555",602552.251981144
"556",273490.498884508
"557",244729.759872272
"558",546915.15252696
"559",166178.478398451
"560",808114.354006536
"561",547431.973018898
"562",441597.972982778
"563",303928.64256541
"564",914953.669020766
"565",180585.55964534
"566",429227.947805336
"567",666594.327512187
"568",485490.070622841
"569",1170327.81053735
"570",333110.112736166
"571",417350.382972964
"572",623188.910894273
"573",260830.221518469
"574",473662.058177045
"575",270093.683838274
"576",155933.656939298
"577",553568.127034278
"578",329061.497440144
"579",974821.629348733
"580",335654.19635086
"581",675206.914815306
"582",310031.429766537
"583",657482.27890491
"584",532952.401591194
"585",536999.868126058
"586",429308.525780984
"587",298351.304639578
"588",978020.446711807
"589",288556.930288826
"590",252457.373881048
"591",61476.5983419533
"592",167363.534558179
"593",508644.791050856
"594",461211.331585191
"595",348450.15333942
"596",1392117.70253231
"597",408233.632917922
"598",621815.879525224
"599",568020.148345389
"600",842477.529795458
"601",686249.236841374
"602",694308.944820805
"603",569743.10366363
"604",274975.354694794
"605",425821.125360835
"606",747283.605549004
"607",123923.352761038
"608",461328.40528718
"609",338328.356158589
"610",485503.804478298
"611",1817509.66569694
"612",557371.959768694
"613",609482.650452602
"614",262597.452363005
"615",409088.258092168
"616",229271.987942255
"617",1049601.11170576
"618",177344.11747289
"619",392228.07910698
"620",550825.278546474
"621",855800.960799755
"622",281665.631836868
"623",513221.974031273
"624",235975.594660887
"625",433290.179740079
"626",712656.697758458
"627",343657.388595367
"628",1039445.84163248
"629",503121.961092561
"630",472019.191813125
"631",483341.939492096
"632",261114.935157718
"633",499177.784195936
"634",127908.715845564
"635",506133.940189769
"636",561867.306341929
"637",480651.543589203
"638",460452.833558637
"639",127350.835640234
"640",455784.10065912
"641",249449.89949918
"642",487812.835794558
"643",448008.158815655
"644",426490.101293254
"645",362749.326098411
"646",1094737.57585802
"647",378797.73759389
"648",493984.779277831
"649",650165.568729468
"650",792230.531456834
"651",229096.537576582
"652",1113573.39380078
"653",635696.251343931
"654",143562.08436619
"655",991898.901019802
"656",237600.363279716
"657",176995.557064107
"658",423249.521749828
"659",355247.806330508
"660",406638.534819353
"661",377022.740284706
"662",447450.563184653
"663",706191.922157735
"664",297023.900048594
"665",174047.172696186
"666",71417.6185677426
"667",391246.262218079
"668",639596.94989743
"669",489364.885606962
"670",485582.527849847
"671",538191.448755273
"672",485864.225297802
"673",1394404.66130915
"674",483117.17830026
"675",403448.186337218
"676",726579.308297078
"677",1236647.21864441
"678",134218.067911509
"679",453304.790213379
"680",468496.383504069
"681",256572.60217637
"682",174393.126467254
"683",1114236.17692627
"684",510021.546215655
"685",401944.199829894
"686",752265.314282414
"687",413562.9153536
"688",269777.465828167
"689",679043.156764432
"690",379416.306121407
"691",414496.740516956
"692",1260908.1289673
"693",655321.45960165
"694",785709.137847395
"695",638892.805406703
"696",808945.418332643
"697",487502.948157079
"698",523261.911841366
"699",288643.485112171
"700",1524298.90325103
"701",647129.020034199
"702",1528135.03773064
"703",516866.706806127
"704",267244.249119333
"705",470309.523143516
"706",500486.918418917
"707",554806.08951035
"708",849166.025707616
"709",162342.985534836
"710",497680.718052293
"711",780025.639370777
"712",869169.190861788
"713",641761.429364891
"714",404716.255795276
"715",527407.949783953
"716",626068.627537448
"717",206789.534748781
"718",358096.813063851
"719",308759.739388368
"720",490958.744919857
"721",970911.792995175
"722",734966.765794778
"723",672557.830378236
"724",506504.116486811
"725",862265.792455986
"726",366460.414310545
"727",431548.415357565
"728",145887.825220465
"729",1381036.37083212
"730",489688.836095398
"731",500953.114175811
"732",476560.739949436
"733",800738.30675492
"734",1399566.08709698
"735",665021.983070813
"736",522805.653368162
"737",747345.291867093
"738",233329.057464223
"739",547931.193234365
"740",302377.385174899
"741",819704.037309535
"742",909463.546620639
"743",516284.321923364
"744",535613.945999763
"745",390335.00738019
"746",565751.831236169
"747",244294.720194131
"748",141541.222369056
"749",536433.505651752
"750",522143.409713224
"751",377780.219678161
"752",1747532.15139506
"753",969078.307549286
"754",409400.026667225
"755",871374.194554408
"756",260692.458613814
"757",607076.646690384
"758",711238.737946359
"759",458352.810028847
"760",485242.942418064
"761",508420.331934751
"762",234238.918443708
"763",439471.445360657
"764",100863.826018528
"765",302103.880954045
"766",313957.498884219
"767",270400.906363881
"768",710450.343649094
"769",319289.27254339
"770",1167646.83738454
"771",622263.886723525
"772",1125069.66162647
"773",1046070.68665246
"774",395908.618351049
"775",246235.876968597
"776",472562.234532598
"777",652154.804021573
"778",1007762.29995638
"779",551988.009801107
"780",291829.964961732
"781",462851.883580837
"782",514510.786851015
"783",391940.966649039
"784",182571.261530188
"785",161915.527917861
"786",390518.064513869
"787",444127.343310596
"788",514567.66175055
"789",289113.455660343
"790",738546.412766904
"791",379320.148419061
"792",747421.028490305
"793",1219359.22442581
"794",458076.883555553
"795",711416.408609126
"796",553118.115301054
"797",394306.734552736
"798",470446.246524301
"799",174681.999771217
"800",837669.237668932
"801",223296.228716685
"802",867899.957610157
"803",494042.504781355
"804",606583.211521865
"805",761098.403163648
"806",723374.798984117
"807",904519.990082008
"808",672376.736028154
"809",501253.72503377
"810",367173.83967333
"811",640256.649852588
"812",449426.579600533
"813",754379.405287843
"814",494931.444549782
"815",249686.373155011
"816",379240.256373889
"817",373409.494197282
"818",267430.088641529
"819",239058.047767738
"820",937838.471618557
"821",312291.112319059
"822",740203.382656261
"823",1002510.78467682
"824",585819.017307674
"825",734026.82833507
"826",422425.302562087
"827",392015.343147205
"828",506832.760502447
"829",629648.503794687
"830",285503.295441272
"831",655235.500019035
"832",158140.714455898
"833",297800.578073396
"834",255164.452117519
"835",778450.477799476
"836",473246.208881608
"837",417289.07918331
"838",797109.004771075
"839",480331.872960198
"840",625065.118277894
"841",457542.789207908
"842",1171055.87021143
"843",2155507.73906183
"844",237123.308051145
"845",748038.903687357
"846",790305.016855637
"847",654479.812366434
"848",350600.799864064
"849",1724677.86804364
"850",270037.361319524
"851",82788.801300312
"852",393722.714746945
"853",292614.242736986
"854",306328.079811934
"855",524041.139514434
"856",410576.914331728
"857",276150.398668013
"858",469091.569372569
"859",244697.031270621
"860",793813.969630059
"861",545062.529121139
"862",160938.43694068
"863",530941.121060449
"864",409197.028888338
"865",329757.532645682
"866",1002944.37775759
"867",397804.117385571
"868",344032.94072309
"869",803535.126276494
"870",497340.002883141
"871",559775.605499128
"872",324390.621697749
"873",255683.653359099
"874",407192.800393265
"875",456412.815866881
"876",784051.379508825
"877",387160.463885838
"878",872526.660820935
"879",673848.772904027
"880",1480638.51601047
"881",1167898.1976152
"882",373496.153692801
"883",337004.833672272
"884",838143.279246933
"885",388295.483558605
"886",266502.003393079
"887",239653.510541809
"888",579872.52083976
"889",518377.994927068
"890",363759.176391041
"891",371130.547704805
"892",310871.263412592
"893",270957.195017065
"894",421734.315030324
"895",643720.943653804
"896",698042.728119746
"897",415863.377969438
"898",341489.183363217
"899",275403.814665469
"900",404466.734722402
"901",370144.558593622
"902",642432.867057682
"903",183615.879334088
"904",242696.055764953
"905",581453.765868571
"906",210361.478893412
"907",443456.945636974
"908",374897.971209448
"909",826604.8740888
"910",312459.260983934
"911",391864.642381955
"912",599291.825598773
"913",298736.315101554
"914",292181.950943585
"915",146679.192506428
"916",360706.427287537
"917",630626.223599987
"918",474915.829894538
"919",970826.058673888
"920",685045.429577849
"921",362368.134826011
"922",436772.996918127
"923",709493.915495088
"924",1594328.69084477
"925",547977.166581145
"926",235945.28472559
"927",541364.803718784
"928",642055.054645368
"929",310442.72491085
"930",286850.791707059
"931",1557905.90093284
"932",163035.811595474
"933",876900.0185232
"934",368202.751614458
"935",435754.499641191
"936",653693.657462916
"937",207547.448528812
"938",321177.824402522
"939",222284.117663171
"940",358796.265893262
"941",640317.547395925
"942",472032.961534572
"943",616889.881212186
"944",318187.49285231
"945",272363.678219364
"946",1005895.65466624
"947",120613.309112276
"948",198848.273952279
"949",309140.126021499
"950",490849.923103994
"951",647733.843268803
"952",528045.90176726
"953",234846.19661684
"954",401817.070041698
"955",812129.142979378
"956",145823.449410484
"957",629750.625260965
"958",278265.787786851
"959",505513.964063863
"960",843917.361643627
"961",861274.039157674
"962",912116.110565035
"963",311298.94854395
"964",330719.143166112
"965",426893.933959681
"966",528917.943024124
"967",513680.246841979
"968",536257.047744171
"969",724936.802314025
"970",760200.440995033
"971",565526.770522421
"972",392483.978027114
"973",255678.291600897
"974",814041.717516944
"975",603072.274538788
"976",518721.236913488
"977",870959.185599428
"978",530406.876694965
"979",409901.025382413
"980",319971.347933423
"981",722213.011202459
"982",670905.365922237
"983",409857.207921535
"984",402111.955357076
"985",254775.865926461
"986",397979.098032742
"987",428683.445076376
"988",231397.942534237
"989",654444.993767904
"990",318470.111315839
"991",314368.078126377
"992",733671.775021133
"993",1617224.99954378
"994",297388.24998522
"995",470305.764899851
"996",467608.302155457
"997",664056.33457472
"998",773427.11191265
"999",535550.661063045
"1000",646705.017945624
"1001",573026.955874107
"1002",614641.566553293
"1003",342261.22801592
"1004",1202911.02326051
"1005",342405.068664002
"1006",575849.335637168
"1007",780566.840322994
"1008",965555.11440185
"1009",809203.470139682
"1010",622425.355941463
"1011",578566.461102493
"1012",164346.853504821
"1013",907281.668732993
"1014",369778.103680514
"1015",411014.465718604
"1016",733124.213301183
"1017",154698.586723701
"1018",92990.1161972037
"1019",217294.417730903
"1020",441541.540675203
"1021",435901.379714986
"1022",637561.155007538
"1023",828637.857946473
"1024",761574.549794043
"1025",284085.5246501
"1026",172944.141215539
"1027",784401.948697883
"1028",138918.532944288
"1029",358804.123482177
"1030",477140.581451716
"1031",607975.690949533
"1032",413396.935322584
"1033",295716.931974872
"1034",746480.555495663
"1035",495668.238307635
"1036",619549.99525266
"1037",696758.894376317
"1038",413408.045336511
"1039",276550.403287494
"1040",397928.054611851
"1041",699518.290421457
"1042",560484.437283426
"1043",156706.693162754
"1044",365379.17829362
"1045",265463.452536441
"1046",678678.391215872
"1047",436947.006576385
"1048",257977.042181289
"1049",208498.827731711
"1050",825187.864074458
"1051",489716.737829462
"1052",327224.01475892
"1053",414202.252290512
"1054",479235.873812947
"1055",313360.615687746
"1056",441291.983114481
"1057",762708.188594439
"1058",484346.799478993
"1059",670499.595094496
"1060",572021.819310889
"1061",637907.007295822
"1062",1428707.44501361
"1063",528189.051019901
"1064",250671.811755567
"1065",661957.264070426
"1066",301791.373158038
"1067",340118.137191905
"1068",463906.617661497
"1069",629975.474623714
"1070",669210.450982833
"1071",1050590.16734289
"1072",252069.564792335
"1073",263911.445781859
"1074",193632.55375389
"1075",299747.307856154
"1076",833099.986358911
"1077",225266.307828473
"1078",774119.242753792
"1079",222256.351192059
"1080",206924.285172255
"1081",463289.491679928
"1082",291123.75008669
"1083",317742.300100107
"1084",467949.62739323
"1085",547843.941644387
"1086",249754.462530608
"1087",571218.343918803
"1088",657503.248123984
"1089",201839.516241537
"1090",380282.580398223
"1091",362531.35957501
"1092",276886.89255643
"1093",357530.41909433
"1094",488562.232484262
"1095",666758.429923261
"1096",561898.020650509
"1097",393899.273114767
"1098",181441.588194173
"1099",775065.531499439
"1100",198051.379506009
"1101",526651.972837415
"1102",324334.223060476
"1103",555295.723213556
"1104",488732.992566694
"1105",1753584.66629133
"1106",1306299.95619716
"1107",600539.174935178
"1108",314583.206055646
"1109",132365.276063579
"1110",973814.969794077
"1111",427869.980578174
"1112",502974.487858188
"1113",605903.444773683
"1114",818680.788565054
"1115",43857.8225635607
"1116",554249.919105038
"1117",541799.658153467
"1118",307625.030643353
"1119",662071.827574129
"1120",971531.907616431
"1121",1988301.86531669
"1122",498217.21836543
"1123",312118.435459938
"1124",718088.322250083
"1125",301404.956573865
"1126",829843.414961586
"1127",241659.86459284
"1128",371236.96384654
"1129",452968.32844989
"1130",662946.579140446
"1131",619693.171471924
"1132",618119.919158333
"1133",313001.618703964
"1134",563745.399439992
"1135",568848.338127851
"1136",222518.378333634
"1137",694627.569836418
"1138",781671.250315988
"1139",427240.537457059
"1140",610500.978729151
"1141",209128.033661292
"1142",568568.119365228
"1143",295435.289968368
"1144",531116.353771773
"1145",513352.992534526
"1146",1065530.79554459
"1147",403311.762042741
"1148",135238.064994079
"1149",561704.840204419
"1150",602306.251544276
"1151",2483350.75948335
"1152",438346.352627633
"1153",403299.871455849
"1154",454441.493223541
"1155",242661.029973333
"1156",439813.45392178
"1157",537734.665244186
"1158",196049.316261201
"1159",836526.147784556
"1160",224300.314304294
"1161",397155.994580195
"1162",483850.440521776
"1163",814624.414370972
"1164",311996.388898896
"1165",179037.373547074
"1166",480022.251001973
"1167",272542.226333421
"1168",291310.086946504
"1169",221873.483049179
"1170",388794.677490884
"1171",670573.750382537
"1172",745286.573779135
"1173",301116.082523521
"1174",1087879.78047655
"1175",560461.58947633
"1176",145615.274763399
"1177",1609241.23926138
"1178",545603.883795277
"1179",250143.595216234
"1180",269509.897025653
"1181",472142.389212531
"1182",609449.371243043
"1183",317598.094110393
"1184",191311.227104574
"1185",867495.571094956
"1186",930447.965626104
"1187",305715.459458949
"1188",445691.419758349
"1189",625437.652883948
"1190",266997.003929356
"1191",321013.27059576
"1192",685468.982210373
"1193",307172.138956311
"1194",435515.021313445
"1195",920076.637081134
"1196",309760.989701966
"1197",553239.410512495
"1198",642973.677866622
"1199",209807.745745393
"1200",580451.521198722
"1201",239203.164330947
"1202",765530.668613546
"1203",431302.840592176
"1204",114246.721011131
"1205",376541.144259154
"1206",315336.261917616
"1207",928013.096225086
"1208",145089.471308262
"1209",666558.50771471
"1210",145906.485319452
"1211",1083601.56895168
"1212",258384.542893259
"1213",319178.559822065
"1214",205559.889396084
"1215",804973.928676491
"1216",317069.692619257
"1217",291657.380462791
"1218",209184.186255567
"1219",567821.52192352
"1220",1116090.24494717
"1221",690321.39590273
"1222",562488.751933175
"1223",452477.942946828
"1224",514493.760809851
"1225",323508.896093201
"1226",323424.519515867
"1227",208999.795749861
"1228",429229.558870848
"1229",413582.97698442
"1230",971219.75175532
"1231",375415.729848737
"1232",523803.048772908
"1233",492962.099162356
"1234",332520.999985669
"1235",265904.257333645
"1236",249336.371841325
"1237",965821.037298597
"1238",904436.259883949
"1239",420649.223633451
"1240",1134237.98054821
"1241",977309.179949707
"1242",197087.389602987
"1243",1245913.18835778
"1244",273073.871416823
"1245",364775.950768306
"1246",231836.082021274
"1247",247829.253109155
"1248",131471.603765376
"1249",144295.989957948
"1250",302180.302329309
"1251",408879.270209381
"1252",450653.054277308
"1253",446188.251898211
"1254",506699.259592732
"1255",423469.592795019
"1256",305095.057824646
"1257",571398.330501518
"1258",325211.178814901
"1259",958140.755600561
"1260",530424.678480012
"1261",528013.799982277
"1262",453783.147894466
"1263",139456.404785262
"1264",525049.044831497
"1265",583970.629651959
"1266",2514860.16048746
"1267",2704368.15673536
"1268",200865.688012719
"1269",169099.065769108
"1270",781734.56577744
"1271",1303532.15248073
"1272",518177.290385742
"1273",252551.952976225
"1274",1248481.53041022
"1275",565109.769065
"1276",566533.53426908
"1277",300946.573919108
"1278",563522.212908554
"1279",258598.974242442
"1280",581664.391719967
"1281",551726.08311387
"1282",457161.098219715
"1283",196982.990249895
"1284",1063482.06823427
"1285",649542.181491227
"1286",425157.002257145
"1287",464546.957126882
"1288",580457.712692249
"1289",598768.432448825
"1290",421266.848072615
"1291",716530.216646625
"1292",391530.229424853
"1293",339553.487929201
"1294",529365.247956408
"1295",631030.332738589
"1296",370403.707498859
"1297",641266.033724593
"1298",126010.524460525
"1299",485647.333932525
"1300",362474.685364658
"1301",348013.688560814
"1302",577552.840918428
"1303",504831.057525501
"1304",641870.998547094
"1305",563461.232341613
"1306",546258.140487769
"1307",333465.321010786
"1308",584588.494982396
"1309",204757.392816773
"1310",340952.841170815
"1311",806514.16227407
"1312",242935.231647245
"1313",423966.838773698
"1314",680745.326824559
"1315",332868.605886834
"1316",306729.621463226
"1317",506064.953530274
"1318",432795.973962753
"1319",560613.318724046
"1320",1001966.73347192
"1321",437913.067224191
"1322",518189.007358428
"1323",350073.207076317
"1324",1191524.11701265
"1325",719597.018075778
"1326",809159.44318484
"1327",242150.537867935
"1328",562743.090724469
"1329",1001399.06927641
"1330",473430.919665214
"1331",1395706.21084365
"1332",472892.761630194
"1333",472130.58039205
"1334",287477.547965519
"1335",565894.78441417
"1336",345599.722886324
"1337",826701.341407453
"1338",304996.777927725
"1339",517533.254707946
"1340",489196.349126949
"1341",282415.920885755
"1342",601431.759575193
"1343",373586.324245351
"1344",618473.294620013
"1345",1121971.59276305
"1346",606273.528367316
"1347",507591.85053335
"1348",384709.006377354
"1349",344862.778044262
"1350",459317.839589849
"1351",408000.205083407
