"","s"
"238",12.9216330394855
"239",13.0856887145857
"240",12.8882599599375
"247",12.3594028289812
"248",13.09433556616
"253",13.3509625421198
"254",13.5234469566407
"255",13.1879956057904
"258",13.3168222023108
"261",14.4917603822203
"263",13.2404909264309
"265",12.2920600685639
"266",13.4904099895496
"268",12.5152168243578
"271",13.4972746885619
"272",13.8432960738525
"273",12.6177633405403
"275",12.5950824241363
"276",13.2888091126475
"283",12.4822082471186
"285",12.7205581649797
"286",12.4932273847866
"288",12.6049590744044
"289",13.1928208573469
"292",13.2223485515726
"293",12.6234192880382
"294",13.3293555416507
"295",12.7948890138987
"297",13.4161026223275
"299",13.0943698553152
"300",12.9753151022566
"301",12.6554637758861
"306",13.0137193047866
"310",14.1606765504721
"311",12.8536836223599
"312",12.5482169613593
"313",13.0350811318976
"314",12.6570411642051
"315",14.1833415040377
"317",13.2912110837391
"321",12.7692852602712
"322",12.9437843293175
"323",13.0446145370741
"329",13.4223472210633
"330",13.2488568022242
"332",12.8676679347179
"334",13.1471536376084
"337",12.9444837859184
"338",12.6303103074961
"339",12.9122633466289
"340",12.8495371404229
"341",12.7822196773912
"343",12.3879440897198
"347",13.6975611273969
"348",13.098105867027
"349",13.033363147822
"353",12.9465717698692
"356",13.0395146817146
"363",13.1041476638437
"368",12.8085145729994
"371",12.7981748118186
"373",13.8047654296376
"374",13.7671712362127
"375",13.9050256848789
"376",13.5479689817427
"377",12.9750872828967
"378",13.1086272234981
"379",13.0286403680322
"380",13.6761559517067
"381",12.9914705657936
"386",14.019058254799
"387",12.5499744607705
"388",13.4360293916454
"389",13.5851164570152
"392",12.8714324060067
"393",13.2525841163077
"395",12.9204741019487
"396",13.3553252348091
"397",13.0674818766555
"399",12.5871804782887
"400",13.124390097194
"404",13.3100174834109
"405",13.0741540574624
"408",12.7225376407929
"409",12.4772922755783
"410",13.5475032063095
"411",13.4725704797813
"412",12.0954074442298
"415",12.5504700448381
"416",13.4676452861451
"419",13.5404692941586
"424",12.8211170826561
"425",13.2088234165759
"426",12.3325250506328
"427",12.6456007003635
"429",12.7692591100171
"430",13.9643709095448
"431",13.5541402583407
"433",12.7808783590388
"436",12.8549999600847
"437",12.7909090220217
"439",14.2190298552497
"440",12.3313662546986
"441",13.3123142412637
"442",12.5557577505676
"443",12.9213494297241
"446",13.1378285911402
"447",13.0095154003185
"449",13.5465156308863
"450",13.6553134227194
"452",13.6143261209156
"454",12.647729631377
"463",13.5271326013971
"465",12.8892489172605
"466",13.3210884468159
"468",12.5499884898936
"471",12.3774332915431
"473",13.1247244527028
"476",12.9313119434665
"477",13.0218708197912
"478",13.0999906246887
"480",12.41018520061
"481",12.9829218200243
"483",13.2379812782566
"484",13.3624271755423
"485",12.3746881084159
"487",12.9592542406448
"488",12.5261184984595
"493",13.2143613073313
"494",12.5278165587546
"495",12.1961000977043
"496",13.1839098761956
"497",13.5263782649123
"498",13.146747577727
"501",12.9279748502625
"503",13.0759465141146
"505",12.4715738704113
"507",12.9080969635209
"508",12.6088563259358
"510",12.969873535881
"511",12.5338712028827
"514",12.1587072593242
"515",12.4025415190835
"516",12.3635607871854
"518",13.1234531250322
"519",12.6626878750075
"522",13.2592441338829
"524",12.8345912035683
"525",12.7183692050499
"526",12.6253191448866
"530",13.9351339596474
"531",13.2414435056979
"534",13.0020401616287
"537",13.289125395569
"540",13.583346273877
"542",12.9503365033673
"545",12.7161194341368
"546",13.0836763900794
"547",12.8130455865712
"548",14.2720425846525
"550",12.8047471494358
"554",13.7647501994204
"555",12.6477790929602
"556",12.4127391047036
"557",13.0135330167017
"558",13.3204373582716
"560",12.2892207573386
"566",13.3114282484101
"571",12.5144873511989
"575",12.7538699604775
"577",12.668544046493
"579",13.1821873513067
"580",12.8217153535977
"581",13.3401101557217
"584",12.7410829170741
"585",13.2974509080781
"586",12.6021949896507
"587",12.9404306136011
"591",12.8129529898966
"592",12.4898821843086
"593",12.7822212270463
"594",13.2964555156805
"598",13.1392516684339
"601",12.802036199764
"606",13.029515928024
"608",12.5792854018633
"611",12.6007378074469
"612",13.169326636745
"615",12.6829335532272
"617",13.2370534500213
"621",12.829285269341
"622",13.0631477261202
"626",12.7321762523193
"627",13.567752252908
"628",13.4181058145644
"629",12.9769155856578
"631",13.11240574668
"638",12.9458247348107
"640",13.3791203268558
"641",14.3429753537552
"642",12.9534637098353
"648",13.9268816430508
"653",12.1834287752182
"654",12.9745448874041
"655",13.3176877620625
"656",13.5023042041449
"657",12.7707249994954
"658",13.3060146492864
"660",12.4782105946691
"661",12.9639067025122
"662",12.6924280245736
"667",13.0240820777488
"668",12.8613734028033
"670",13.4666907001366
"672",12.4763384969292
"673",13.1711496500043
"676",12.6779066785744
"679",13.1261576625977
"684",12.5839370113725
"687",12.7724106646181
"689",13.1115964855132
"692",13.6301419422297
"693",13.6923337624055
"695",12.9173993874595
"696",12.1476189051633
"697",12.1930445407583
"698",13.1202036133648
"699",12.8579664712989
"700",12.5839499607687
"702",12.8786221781446
"709",13.4451533115138
"710",12.3588772147973
"711",13.8518446672848
"713",13.4908628632776
"720",12.8842997248131
"722",13.2599493865604
"724",12.6445854337812
"726",13.2235029488639
"730",12.3652399883364
"732",12.4124384731816
"734",13.0195704860725
"736",12.5419697783547
"738",12.9716705032921
"739",12.7068483011726
"740",13.0707037118885
"741",12.4319759199126
"745",13.2582858476007
"746",12.6012255107658
"747",13.2966164708371
"749",13.8845243415781
"751",13.947801416462
"753",13.8371847647195
"757",13.4713347475087
"758",13.5761132414798
"759",13.4728921951538
"760",13.2343270060916
"761",12.6230060531994
"762",12.9217140284925
"763",12.9486509980483
"764",13.4698267654574
"765",12.7513005131223
"766",13.1685300168003
"767",13.3992200460779
"768",12.6994245319139
"771",12.8853317794148
"773",13.0945800751851
"776",13.0947834861436
"778",13.3733701197969
"781",12.7083500822076
"782",13.5634918489869
"784",12.5597962230231
"785",13.008285506178
"787",12.2830194170552
"790",13.3398511034985
"794",12.371809407447
"797",12.7053597991739
"800",13.1271583188142
"801",12.3246729926754
"802",13.1537550859573
"803",13.071512281237
"806",12.8903488512393
"808",13.6206233246118
"811",12.3808840115994
"814",12.5099620803041
"815",13.5403241608792
"818",12.8472085514389
"821",12.7642510636637
"826",13.8622655808963
"832",13.1413797827633
"833",13.1876528229196
"835",13.167819557934
"837",13.5019876198536
"838",13.9807752108187
"839",13.4354858925917
"841",14.136259386738
"843",13.2116996855238
"844",13.0964294859226
"845",12.887816558763
"846",12.4283666440823
"847",13.8283023390867
"848",13.7877419958332
"850",12.0911766945603
"853",13.2503980422185
"856",13.1537250563152
"861",13.1316110654027
"862",12.9976174197079
"863",13.352638841719
"865",13.1721130012521
"868",12.9092921216248
"869",13.6824050713509
"870",12.8761436277751
"871",13.7518839852229
"872",13.4596532785483
"876",13.1342281506373
"880",13.1203653957939
"881",13.6305914402466
"885",13.0534240373986
"888",13.4545503939743
"889",13.1544499250593
"890",12.3465647461523
"892",14.0075013587992
"893",13.813397461266
"895",12.437689733135
"900",12.4537920558435
"902",12.5025046233461
"906",13.4295351842608
"908",13.5997584449532
"911",13.6125696145467
"915",12.5827551001327
"919",12.6931487828062
"922",13.1587311685108
"924",15.4392495645652
"928",12.6689252941674
"930",14.0686552452686
"933",13.2488004051546
"934",13.3324863312492
"935",12.9572318368065
"937",13.4791870511119
"939",13.8376030973271
"941",12.95754699802
"944",12.6895788885939
"945",12.6056970539245
"950",13.0973312138464
"951",12.3937856037155
"952",13.7418678718641
"953",12.6120076360487
"955",12.7203305876636
"956",12.7203305876636
"957",12.2184083057723
"959",13.4096296698359
"962",13.0381684002231
"965",13.0856369777412
"971",13.2295354493693
"973",12.3098455946564
"977",12.7688435108512
"978",12.1175479489132
"980",12.3329970695911
"983",13.3705088925023
"984",13.0349785539632
"989",12.6327800834626
"992",13.2237204584124
"993",13.0314355226136
"994",12.577346997348
"996",12.5835018985299
"998",13.2889339101456
"1006",13.0155436515535
"1011",13.7196000157051
"1012",12.7688326061938
"1013",12.9448332111302
"1016",12.8487374346615
"1017",12.7696633847682
"1020",12.6014303130393
"1022",12.8361419656438
"1023",12.2924512555128
"1025",13.0770235750667
"1027",12.85899578643
"1030",13.4415254678496
"1031",12.3745199444805
"1033",12.8852070223367
"1034",12.5676489994804
"1036",12.7248314326972
"1038",13.400249725422
"1039",12.4181170147635
"1045",12.4531815893182
"1047",13.1192205952692
"1049",12.3619646598284
"1052",12.4765908664505
"1053",12.987284397452
"1057",13.3400397318396
"1061",13.1124083264969
"1062",13.2411847932919
"1063",13.5279286821676
"1064",12.9725709778125
"1065",13.6533611474305
"1069",13.5217417451748
"1072",13.5603705362818
"1073",12.7269306225824
"1076",13.3102147142804
"1079",13.4044640339082
"1080",13.6710366366384
"1082",13.2955141166272
"1083",13.6433687250053
"1085",12.7972765250463
"1086",13.0992665459056
"1092",12.6937226484094
"1096",13.2218087936546
"1097",12.4098726119398
"1100",13.0389987059792
"1103",12.7779845706962
"1104",12.3924483496386
"1105",13.0125629229772
"1109",13.2907991512675
"1111",12.9663326158768
"1113",12.6347678635147
"1115",13.4929011893859
"1116",13.1475012225986
"1117",12.6357205364558
"1118",13.2470002280854
"1119",13.423328527734
"1121",12.306105867301
"1122",13.4162463586152
"1123",13.6843267855258
"1124",12.3475325941832
"1125",12.9260803120969
"1127",13.968466913728
"1130",13.0152279687514
"1132",12.8555167475301
"1134",12.398485584301
"1135",14.4069792182177
"1136",13.1454762526119
"1138",13.4504425742996
"1140",13.5060990167318
"1142",13.9081822496948
"1143",12.3550301475604
"1144",13.0589533495608
"1145",13.2894398436821
"1146",12.690199431062
"1148",12.520926453042
"1149",15.4132989942641
"1150",12.0168122122485
"1156",13.1051905910448
"1157",13.3391497298635
"1160",13.0123754411639
"1166",12.4709281303902
"1167",12.7916481435014
"1168",13.2134561259424
"1172",13.3382747310505
"1173",12.5555940863064
"1174",13.0445668917774
"1178",13.3981404612586
"1179",13.1194772920878
"1180",12.3489176831919
"1183",12.9543806051459
"1184",13.1130914706671
"1187",13.4743251915257
"1188",13.1475564558554
"1192",12.4301597810643
"1194",12.6166492755928
"1197",12.2341570696852
"1200",12.9336249903558
"1205",13.3191821397791
"1206",12.5776954525886
"1207",13.2235181123279
"1208",13.0025247359259
"1210",12.4734417199752
"1213",13.6804271210768
"1218",12.754236056367
"1219",13.8558007958571
"1220",13.4531587312931
"1221",13.5083744258522
"1228",13.2564159924111
"1229",12.8689018242551
"1231",12.3390935600398
"1237",12.7573641374783
"1238",12.568440464838
"1241",13.2733770599617
"1242",13.3147609593813
"1243",13.065861961993
"1250",12.4744937211099
"1252",13.0956464481016
"1254",13.5014435294784
"1255",12.1893927334823
"1259",13.079694457694
"1260",13.9488373963714
"1262",12.3906749262036
"1264",13.1937964861162
"1265",13.7316512875103
"1266",13.2294111339229
"1269",13.4612368247595
"1270",13.3755202195786
"1271",13.4795935853656
"1273",13.1219399949669
"1276",12.1819283498197
"1277",13.3591217362996
"1279",13.1436438670773
"1281",12.537847790116
"1282",13.0760104882509
"1283",12.9007201986072
"1285",12.4525845375144
"1288",13.5749356963459
"1289",12.9392944335865
"1291",13.9932154430642
"1292",13.4797180759673
"1295",13.3152664701537
"1298",13.078654206448
"1302",13.610201200823
"1303",13.0838956499456
"1305",13.0966805663837
"1306",13.0092451674102
"1310",12.5031215205484
"1311",12.4229251693763
"1312",13.3338410211803
"1315",12.7425636905837
"1319",13.7805460151014
"1320",13.6445371414266
"1325",13.3841275694925
"1326",12.7361297888046
"1327",13.3991298861997
"1328",12.5184281193102
"1329",13.4398052631192
"1332",12.7278781449895
"1336",13.0464077165995
"1337",13.4006405665217
"1340",12.8964568277826
"1343",13.4986315937361
"1346",13.2633782162114
"1347",12.5001127527497
"1348",13.3185015486271
"1349",12.1364638942955
"1352",12.4160719631452
"1353",14.0364906714919
"1355",13.0210900453857
"1357",12.2068773758151
"1361",13.2993352434467
"1365",12.98209672103
"1367",12.8043034145992
"1368",12.7294135843891
"1369",12.7788912345996
"1371",13.055307131505
"1373",14.0961162549926
"1374",14.6128303193801
"1375",13.1400149122635
"1376",12.9586526095703
"1377",12.9591608437672
"1378",12.3599529574316
"1382",13.1493478650774
"1383",13.3895141399691
"1384",13.3483835544941
"1385",13.3086646058824
"1387",12.8558454218971
"1388",13.0400051132731
"1390",12.8936253358821
"1392",13.0252447729851
"1393",12.9817591285331
"1395",13.157257648189
"1396",13.6649097117174
"1400",13.1833933751568
"1405",12.8807047055458
"1407",12.7053756516579
"1408",12.518827248122
"1409",13.2532518121368
"1413",12.6771327200475
"1414",12.3122389120088
"1416",12.6939425529456
"1418",13.6242341161561
"1419",12.1996871576392
"1421",13.7492236159476
"1424",13.2954097680432
"1425",12.3183239822751
"1429",12.372994752029
"1433",13.0668605032812
"1438",13.7335789817007
"1439",13.7304750837405
"1441",12.8268399308768
"1443",13.172545937014
"1444",12.7270341458399
"1445",13.4221466089008
"1449",14.3428209421862
"1450",13.3690376154696
"1451",12.7790894865696
"1453",12.7078884625488
"1455",12.782932279725
"1459",13.1705814199613
"1460",12.1856837171836
"1461",12.4748968629801
"1463",13.963618546755
"1467",13.6312423457405
"1471",12.3230983036053
"1473",12.877779651121
"1475",12.8040784611146
"1480",13.3121033109782
"1481",13.0951244208742
"1483",13.238966813794
"1484",12.5950987580973
"1485",13.5497640076638
"1486",13.5235732388678
"1487",12.5008289980817
"1490",12.8895054904098
"1493",13.7436484926379
"1496",13.6115079997506
"1497",12.6359254726443
"1499",12.350330333702
"1501",12.8541752058526
"1502",13.5073890326271
"1503",12.6569059814274
"1505",12.9208007228899
"1507",13.7354547166238
"1508",14.148214750298
"1509",13.3859252698157
"1510",13.2065775033177
"1514",12.3595074160989
"1515",12.8558532336789
"1520",13.4537738115931
"1521",12.9267910327394
"1523",12.8288974951853
"1526",13.1842925848639
"1527",13.2124474799676
"1528",12.5026712956336
"1530",13.0190976503341
"1531",12.4007109016534
"1534",13.1644817723309
"1535",13.0531070296912
"1536",12.6920741831251
"1537",12.7515840921141
"1540",13.334473954086
"1543",13.521028042288
"1544",13.2111033276937
"1547",13.8090401468737
"1549",12.4969354467235
"1550",14.356454404166
"1552",13.931281515865
"1554",12.2353508849585
"1555",13.2007264719697
"1558",12.3222867029944
"1559",12.8104563059206
"1560",13.3203625976161
"1563",12.7722018468729
"1566",12.4883104391786
"1567",13.4344462492589
"1568",12.718654344251
"1570",13.2668287066004
"1572",12.8815252839306
"1576",12.8475686839799
"1577",13.4489033967732
"1579",13.4410610673983
"1580",13.1755756213581
"1582",13.3130737692947
"1583",12.9461329984786
"1585",14.1522196160256
"1586",13.143479904245
"1587",12.7846230350557
"1588",13.4896534212434
"1591",12.8165501437937
"1592",13.0381388781643
"1594",12.1852605893801
"1595",13.126702751297
"1596",13.4918307394556
"1598",12.3367265724406
"1601",13.4843810283137
"1602",13.7381142858493
"1603",12.6802619646188
"1605",12.7608539877574
"1610",13.3579731892411
"1613",13.7264089689175
"1617",13.0505694249685
"1618",13.4527922591854
"1622",12.1888896007127
"1623",12.4586731566861
"1624",12.9967467343012
"1626",12.7283861637654
"1628",14.5621435759112
"1630",13.0022292464468
"1633",12.9617978198634
"1635",13.1185545626645
"1636",12.5195558339753
"1638",12.6841333478826
"1641",13.141475159283
"1642",12.5327655397678
"1643",12.8806058416611
"1644",13.1219316313817
"1647",12.9706010873435
"1649",12.849498832493
"1650",12.5596471962442
"1652",13.9694272286693
"1654",13.8263965312265
"1655",13.113465996028
"1656",12.1808071935863
"1658",13.5928397635445
"1659",15.3689157280633
"1662",12.9985109283513
"1663",13.858840938337
"1667",12.8247639869628
"1669",13.060168882487
"1671",13.2599754843552
"1672",13.3435311766425
"1678",12.6189429428422
"1680",13.1683475679276
"1681",12.9915652405589
"1684",12.4865615418427
"1687",13.5838792759279
"1688",13.4856716271033
"1691",13.5807073986418
"1692",14.2997934430579
"1695",12.4517692253673
"1698",12.4755739075838
"1699",12.3334353438741
"1707",12.760682497942
"1709",13.7168931752641
"1712",12.6606228008935
"1713",13.1557125258844
"1718",13.1646110868478
"1719",12.9309405229872
"1725",12.1641811651014
"1726",12.373235778882
"1727",12.6978895153981
"1728",12.714684693783
"1730",12.7329327780759
"1732",12.4708000348684
"1738",13.310031138179
"1740",13.2869376320817
"1741",12.4168591643863
"1742",12.6805763433622
"1744",12.7666700278139
"1748",13.8036338255088
"1749",12.5835495723719
"1753",14.3746304487565
"1756",13.2554483913223
"1757",12.660505497601
"1758",13.4200713860325
"1759",12.4964289604717
"1760",12.50519042954
"1763",13.7511928843092
"1765",13.1737878439897
"1767",13.4994832901035
"1769",12.5891569021694
"1770",13.2191314467011
"1771",13.2507316658473
"1772",13.0298108888164
"1774",12.4229635596582
"1776",12.8587349222077
"1778",12.8719096068025
"1779",12.3375030346703
"1780",12.6062870497038
"1782",13.2275832630646
"1784",13.463852510379
"1785",12.4855853827423
"1786",14.5799848680157
"1788",12.613345039279
"1790",12.4265531350217
"1791",13.6806208954858
"1792",13.2065278579009
"1793",13.1274694198453
"1800",12.5684741845001
"1801",14.1716975464865
"1805",12.7318044766776
"1806",12.1589281619372
"1807",12.562913084696
"1808",13.1699606204553
"1810",13.1909871648836
"1811",12.5156442095126
"1812",12.5887681369887
"1813",14.7839250047299
"1814",12.4925089721436
"1818",12.8354445937053
"1820",12.4969521523776
"1822",13.3055707810619
"1824",13.5932940356939
"1826",12.6154398734566
"1828",13.2643956292122
"1829",12.5563210901141
"1830",12.8667788682232
"1832",12.8352652488434
"1834",12.9384743977252
"1837",13.5052995220733
"1838",12.6855716244242
"1839",12.395427992612
"1848",12.9534365210709
"1851",12.5251923308878
"1852",13.9860717082676
"1853",13.3511371043064
"1856",13.1193399550153
"1857",14.149735190369
"1858",13.3554726933978
"1859",13.1879036610384
"1861",12.8997967371214
"1863",13.0181136881961
"1865",13.5195170596543
"1867",13.1622391309849
"1870",12.6969726478969
"1871",14.0349743103902
"1874",13.3752102881572
"1875",13.022119542028
"1876",13.3470009293202
"1878",13.2564338683661
"1879",13.0245394640239
"1881",13.3827862394347
"1882",12.6658555640883
"1889",12.3030953685325
"1890",13.206086907768
"1893",12.9618170200674
"1894",13.3180036289625
"1898",12.606156605777
"1903",12.49645404965
"1904",12.6884073386356
"1905",12.3582327689655
"1906",12.8101539805956
"1908",12.576372290448
"1910",12.4408718909659
"1911",12.2386329298391
"1912",12.818605441952
"1915",12.5715380310252
"1917",12.6011188624743
"1918",13.6718988820036
"1919",12.608209862125
"1920",14.5072531917927
"1922",12.9945068536181
"1925",13.9712257113501
"1926",13.3546580088516
"1929",13.6245149676418
"1930",13.3523371066206
"1932",12.4599044631148
"1933",12.4763600431453
"1935",13.3511922103214
"1938",13.4268645438218
"1939",12.8212040587586
"1943",12.5389314590842
"1945",12.7595033788645
"1946",12.7433424649942
"1947",13.4178094820456
"1950",13.2257123216252
"1954",13.9718048095853
"1955",13.7615098303756
"1957",13.7545995659037
"1959",12.526122391088
"1967",13.2253833953975
"1975",14.316987464234
"1978",12.6945597540938
"1980",12.5756195090287
"1983",13.2578746126093
"1985",12.6620620778678
"1986",13.5860776554374
"1987",12.9500334074179
"1990",13.1190010244208
"1991",13.5306500023145
"1995",12.6240222182951
"1998",13.3182456714664
"1999",12.9483650355738
"2001",13.0668183242433
"2003",13.6251876894041
"2004",13.3185777651494
"2005",13.1916610904985
"2006",13.031521880239
"2011",12.0392317270957
"2014",12.9400339924803
"2015",13.2245819620772
"2016",13.1423950458543
"2019",13.253735474304
"2020",12.9468406989786
"2023",13.2663734059319
"2025",13.1477988220381
"2030",12.9115788494235
"2031",12.9949821269079
"2032",13.2915030643103
"2039",12.7776391039443
"2042",12.6888329086443
"2043",13.5198130581049
"2046",13.5475563228918
"2047",13.3696369306756
"2048",12.7368965410604
"2049",13.162372118359
"2052",13.1676376931387
"2053",13.8068663301235
"2054",12.5626653347199
"2056",12.9753170949919
"2061",13.0414950176922
"2062",13.1324530973893
"2063",13.0283109967696
"2064",13.9975540252969
"2066",12.8220544951582
"2067",12.8561014520748
"2068",12.6024481437637
"2071",12.6202230933509
"2072",13.7006418359352
"2073",12.9707246877761
"2075",13.4795492954025
"2079",12.7283949011254
"2080",13.3361451892966
"2083",12.865307392517
"2088",13.2185027623751
"2089",12.4626564043825
"2090",12.3223632668515
"2091",12.1996783400705
"2092",14.3096280101872
"2093",12.8762817418755
"2094",13.3096958411261
"2095",12.5317760240453
"2097",12.911268440582
"2102",12.2822281921537
"2103",12.2822281921537
"2105",13.5630778665651
"2106",12.3342101967786
"2107",12.9167401912069
"2108",13.1991030674728
"2109",12.4070412296047
"2110",13.2833503706136
"2111",13.9821186037672
"2114",13.4664837622076
"2116",13.2886717481128
"2118",13.3829147529321
"2119",13.5176396454986
"2124",12.4506693031443
"2125",12.625692195723
"2127",13.0613835806332
"2128",13.180300000846
"2129",14.2534614096991
"2130",12.3011781964187
"2133",13.3703119336211
"2134",12.4680587168972
"2135",13.6271617642201
"2137",13.2995666444971
"2146",12.6045370895948
"2148",12.787079948034
"2150",12.7336962383328
"2152",13.689669458296
"2153",13.3594151697943
"2154",13.1520716182238
"2155",12.1129257447324
"2156",12.9784733600776
"2157",12.6001862100759
"2159",12.2256691061883
"2160",12.9158487050683
"2161",13.0175027119785
"2163",12.8904374888233
"2164",13.0749119133181
"2165",13.4091525206824
"2166",13.149885169279
"2167",12.5660869217885
"2168",12.793974726297
"2171",12.8594417749533
"2174",12.8903546087528
"2176",12.1172534818084
"2177",12.8305375109119
"2179",13.6992579654069
"2182",13.4583315623717
"2184",13.2145563791963
"2185",12.4378584778618
"2186",12.8304827485414
"2188",13.2653113458709
"2190",13.1695622719038
"2194",13.6351339580103
"2196",12.4860566937903
"2197",13.5649972111461
"2199",12.3086595604573
"2200",13.4477453236044
"2204",12.6863054137384
"2205",13.1385212113703
"2206",12.2584650584868
"2209",13.4468112564577
"2210",12.8160555496433
"2212",13.4431665726584
"2214",13.723775414799
"2215",12.6191916944679
"2218",13.846691412941
"2219",13.1881789305471
"2220",13.0427855042564
"2223",13.3163166190223
"2225",13.7463462080738
"2227",12.8502744404063
"2228",12.8578859075884
"2233",14.0437809167998
"2234",12.6712210066611
"2235",13.3549654051514
"2236",13.7334831296261
"2237",13.1029680219933
"2238",12.8660864498891
"2240",12.9449279188493
"2241",12.4927575489706
"2243",13.1956496477987
"2244",12.3323563355077
"2245",12.9053266389126
"2246",12.9549689919065
"2247",12.9875832714917
"2249",13.1800494031666
"2250",12.4299160280485
"2251",13.7673879024145
"2252",13.777978071255
"2256",12.9639285065144
"2257",13.164613049246
"2258",13.9670048824717
"2259",12.4520540922606
"2260",12.889965873665
"2262",13.1861125124714
"2264",13.7984651782919
"2266",13.6718336708404
"2267",12.6559178586905
"2268",12.5426780032285
"2269",13.2131016894106
"2270",13.433519932426
"2271",13.9286618229525
"2272",13.0966708989723
"2273",12.6031733376806
"2274",13.0970755064103
"2275",12.8273912584786
"2276",12.9393687717804
"2277",12.4426871691308
"2283",13.3358750680989
"2289",12.8907559554519
"2293",12.9281045514653
"2297",13.2164930351706
"2298",12.6673829131334
"2299",12.7525579145935
"2300",13.1550713601385
"2301",13.2822574009798
"2303",12.215115101787
"2305",13.4802547042355
"2306",12.3174691565118
"2307",13.0402318449681
"2308",13.9350929511322
"2309",13.0515534974115
"2310",13.1109695908717
"2311",13.2174902332961
"2313",13.3323717869153
"2314",12.3847027100291
"2318",12.8724170923531
"2319",12.8383718156727
"2321",12.6667930564933
"2325",12.9861185747838
"2326",13.0431661763736
"2332",12.7602170314659
"2333",13.4978906844469
"2334",13.0548491811319
"2336",13.0812256015302
"2342",12.5747684502418
"2343",12.9193429316972
"2344",12.7914428981603
"2347",12.5510170923985
"2348",13.1481036127972
"2350",12.58179010661
"2352",13.4808382783548
"2354",13.247230587174
"2357",12.7501052215354
"2361",12.6457261702124
"2371",13.273661887882
"2372",12.06971464437
"2373",12.3665289746983
"2374",13.8781757953332
"2375",13.002788192158
"2376",12.7177167498861
"2379",12.9500440122979
"2380",13.0175966361614
"2381",13.0175966361614
"2386",13.8960480177729
"2387",12.6849853648584
"2390",12.8563941599544
"2392",13.2426700244394
"2393",13.3011617134049
"2394",12.8210962337678
"2396",12.4981015922229
"2397",13.2822820334346
"2400",13.3378443665296
"2402",13.088055870611
"2404",13.2003980798043
"2407",13.0077324392107
"2408",12.0699519948574
"2409",13.4821923750016
"2414",14.3792625973945
"2415",12.5855010004694
"2418",13.121011804618
"2419",12.4733592133309
"2420",13.0449581186582
"2423",12.3205111497917
"2424",12.3257473249222
"2426",12.6763181195082
"2427",12.6212369010697
"2429",14.3674914921677
"2430",13.4596069435772
"2431",13.2393369877203
"2432",12.5829837948624
"2433",12.8486087133256
"2436",12.7885108213438
"2438",13.0156481421423
"2439",12.5069350125811
"2440",12.7937237592933
"2442",12.9276661387269
"2443",13.5494156257289
