"","s1"
"345",297873.303935592
"346",364948.719994926
"347",215944.819906878
"348",377689.712684157
"349",515870.876844519
"350",438522.279973013
"351",325841.16735879
"352",457142.664181611
"353",284748.778459893
"354",609938.810245862
"355",369963.080953675
"356",515900.750681989
"357",419325.044584399
"358",414797.606529559
"359",333187.608461411
"360",370360.440538483
"361",450552.595685112
"362",969306.25808982
"363",1420528.79950736
"364",445907.149949748
"365",140016.116134346
"366",815002.044464426
"367",414665.65105557
"368",350583.497288545
"369",580867.549999472
"370",574229.067324202
"371",345761.734832148
"372",464867.42054471
"373",492471.868755603
"374",637212.910643553
"375",408367.978872946
"376",1571914.90989719
"377",180382.116790243
"378",616655.253209332
"379",456699.626531184
"380",480247.698559735
"381",570743.491714541
"382",768454.970394746
"383",421032.260542593
"384",430786.681845738
"385",519798.427065471
"386",527816.08248757
"387",569981.090453609
"388",891892.791654167
"389",321031.972665531
"390",818185.665981999
"391",1436547.24450162
"392",539939.203387231
"393",714108.302627159
"394",1033650.96990612
"395",552258.225924432
"396",336533.77353286
"397",228782.780188502
"398",393090.115889292
"399",780990.671828713
"400",394527.352361076
"401",918731.241231443
"402",164014.67116563
"403",642563.151276127
"404",144594.885925516
"405",261742.974117206
"406",921931.713116434
"407",177281.781062993
"408",836576.918708328
"409",584878.376402945
"410",270992.373085719
"411",330277.241695464
"412",622172.76249009
"413",344834.785423557
"414",113426.621223581
"415",1055532.27735114
"416",368372.73510234
"417",338701.657641245
"418",252969.010901269
"419",319625.164099488
"420",181707.430138945
"421",409910.058121939
"422",984753.324566003
"423",222558.780338137
"424",882461.190051243
"425",677542.197495598
"426",537751.763700994
"427",999750.387566771
"428",1383149.39105665
"429",1094569.21567184
"430",593768.628214299
"431",766575.024085297
"432",392202.815404246
"433",640537.630205272
"434",542960.122043319
"435",290746.476608675
"436",670368.947739927
"437",389600.79015704
"438",1036064.48508504
"439",550578.07860663
"440",236986.837811806
"441",498877.532591976
"442",236471.103178574
"443",669366.274078463
"444",1232769.30531641
"445",241765.874304758
"446",348035.949929295
"447",332368.731833343
"448",459242.143124823
"449",262409.841030446
"450",626432.9750138
"451",854779.697192638
"452",324884.251613098
"453",470798.660997865
"454",419280.137718479
"455",479556.402814593
"456",538510.82472684
"457",142388.957107966
"458",620447.129535834
"459",862845.667753036
"460",233754.712790824
"461",1143712.82797967
"462",286972.488874551
"463",1221007.45085288
"464",674182.497847875
"465",462749.734559814
"466",635317.323594038
"467",339203.079544482
"468",258385.566202226
"469",201650.795424093
"470",741525.245541336
"471",799488.281419893
"472",294914.568038766
"473",298750.590945243
"474",826292.572302985
"475",438540.062564659
"476",496225.556280459
"477",429183.151103659
"478",474091.94927352
"479",329597.757929685
"480",515800.563816058
"481",260321.683033089
"482",305369.013620529
"483",612930.62013799
"484",740622.613277145
"485",429227.96457553
"486",532387.765334037
"487",527941.315644498
"488",1156358.24357864
"489",276949.277892056
"490",265424.253147012
"491",424445.23058442
"492",545102.517734174
"493",133450.765175456
"494",354375.605665226
"495",1410146.52358729
"496",280904.143261466
"497",369536.823828914
"498",1335564.32519572
"499",807782.72004067
"500",437877.720334343
"501",198700.565438166
"502",282085.762579684
"503",348381.330485019
"504",391753.265672423
"505",295528.952497365
"506",235672.370239341
"507",152027.816229231
"508",500135.335037854
"509",946045.301060658
"510",622185.670935185
"511",408222.254620217
"512",228044.000962252
"513",616930.586786654
"514",707070.808403011
"515",1073925.17982182
"516",1283979.20333925
"517",1298206.98982601
"518",299107.002744561
"519",149573.380180161
"520",430009.003425943
"521",551842.478494288
"522",407538.866042375
"523",584578.693070227
"524",518271.741142267
"525",476218.145134202
"526",228127.183083158
"527",460468.960736796
"528",300833.861027029
"529",1057752.75214876
"530",586604.84025863
"531",433867.42743672
"532",1108941.60700057
"533",899252.863314203
"534",780627.464680545
"535",663845.348062812
"536",504421.918107852
"537",924636.456954169
"538",541877.954670674
"539",365092.258301051
"540",469478.604059109
"541",611583.075293009
"542",312685.698356982
"543",435360.4882174
"544",659854.226167348
"545",1037544.48043971
"546",341252.106591523
"547",442746.766435755
"548",272435.307230075
"549",836138.204420779
"550",565449.774796699
"551",222818.553253952
"552",582880.600686948
"553",693462.043676093
"554",771290.078396066
"555",559522.490917447
"556",314615.161636451
"557",276984.924674444
"558",531260.132480047
"559",169802.130535003
"560",806718.396926712
"561",508634.113290511
"562",470749.103245026
"563",246559.282791978
"564",826581.837998554
"565",212589.033711028
"566",471290.61270701
"567",636051.536940724
"568",461997.469423101
"569",1150980.96135779
"570",342644.666385303
"571",356277.784183215
"572",588756.473404048
"573",245199.284468894
"574",443883.036897734
"575",327388.165490616
"576",208292.357031888
"577",542632.629302681
"578",304747.069242724
"579",968280.372375984
"580",447778.145469226
"581",705552.285101073
"582",329494.570113355
"583",634725.605770488
"584",513404.289925401
"585",502361.046817907
"586",381273.265633198
"587",304506.567831118
"588",954172.764406338
"589",355404.795044589
"590",271649.105199381
"591",244139.590532161
"592",175808.43062263
"593",502327.25660055
"594",431148.300494556
"595",338818.443587546
"596",1274607.9956769
"597",462860.18191079
"598",601691.583930923
"599",547105.630447872
"600",750834.486682477
"601",681927.961788585
"602",682628.507497597
"603",569395.21341976
"604",311512.91502559
"605",460909.535689981
"606",686692.186599641
"607",176967.063252929
"608",487690.970118115
"609",369362.397317591
"610",536802.446604582
"611",1728512.94787548
"612",605502.438425802
"613",584699.793047546
"614",315334.247619523
"615",383352.900341897
"616",265453.8093668
"617",1025848.66904477
"618",218673.422736437
"619",371818.138592007
"620",557952.976894372
"621",805072.052436352
"622",322295.691905914
"623",474174.576098656
"624",215747.982613418
"625",420855.619071432
"626",690511.883782722
"627",374722.568913043
"628",1028131.55426572
"629",546629.461225864
"630",490212.855240615
"631",439251.442947022
"632",310863.374946705
"633",466767.525881393
"634",168513.949633832
"635",426511.005614516
"636",532136.992375511
"637",498237.233014538
"638",408808.908706438
"639",213135.971879848
"640",472529.584887742
"641",307616.415134271
"642",481135.634443889
"643",403386.762175448
"644",457032.231095281
"645",387405.970347684
"646",1039603.59837156
"647",402729.468812111
"648",482424.681566046
"649",617382.807439339
"650",706825.632186275
"651",166427.801779085
"652",1125395.60214118
"653",591928.827109507
"654",195678.009888247
"655",967810.668016344
"656",212520.976402887
"657",197961.770873717
"658",386766.442135408
"659",392892.691048786
"660",390856.74613026
"661",389355.214803063
"662",415669.531575417
"663",707097.747958093
"664",333023.439566562
"665",207885.587718694
"666",93457.4307739791
"667",394329.872415065
"668",590478.499096722
"669",520577.670309286
"670",512441.895593027
"671",502404.695707418
"672",503481.111747645
"673",1353710.88064199
"674",453120.055716959
"675",416042.032945884
"676",706616.316499833
"677",1205215.42049406
"678",168910.101170499
"679",487290.154242055
"680",464149.851298187
"681",277124.353816328
"682",214603.915768498
"683",1104083.78227334
"684",505479.04442615
"685",421461.403894198
"686",711058.652788508
"687",382787.823654093
"688",342117.364347904
"689",677410.111125421
"690",406961.401063354
"691",387328.180398136
"692",1245498.45740492
"693",623724.223332823
"694",765689.694843308
"695",597185.942892863
"696",702165.24347655
"697",523436.437921328
"698",501198.549150363
"699",362595.145713487
"700",1507352.41586671
"701",606538.699551158
"702",1502175.31749448
"703",524361.589535823
"704",297423.622347948
"705",407043.983931794
"706",477808.188222035
"707",514199.583598237
"708",813569.649252759
"709",200121.319677478
"710",525666.466970661
"711",743207.084896011
"712",831026.471712539
"713",619936.262606953
"714",456508.940903735
"715",497902.713172294
"716",609636.13331322
"717",205546.054195894
"718",377605.595751854
"719",330496.154681884
"720",532083.982206914
"721",900578.105156145
"722",743471.358595166
"723",623878.647557136
"724",469843.883466535
"725",813643.631957105
"726",412512.848008036
"727",475713.360278534
"728",120574.837957914
"729",1340191.50582613
"730",506162.729671368
"731",500800.960371602
"732",458574.704098555
"733",780032.306749876
"734",1357525.52332422
"735",679748.723157596
"736",480752.350029974
"737",795701.504172971
"738",289422.267128667
"739",576979.532901987
"740",309338.596560102
"741",766983.61504849
"742",908573.01038861
"743",511004.395694389
"744",595793.350461115
"745",352948.961843312
"746",600280.086455272
"747",303957.842994979
"748",138003.176426822
"749",503536.665182497
"750",561607.270309953
"751",339057.486117182
"752",1705128.41945088
"753",927676.429795398
"754",454762.218502172
"755",846008.81034079
"756",292070.082929313
"757",565571.669842608
"758",704872.213938819
"759",484430.467497462
"760",445977.22811206
"761",497216.908509746
"762",243808.066810376
"763",409326.316128216
"764",136099.601865349
"765",275707.257128637
"766",282168.784616071
"767",311260.225231775
"768",758767.50927839
"769",287158.852973008
"770",1162734.74254803
"771",563034.428104606
"772",1057500.65076584
"773",977568.786667383
"774",409734.389244141
"775",248695.074367276
"776",496902.232455756
"777",600526.275238204
"778",991981.543299961
"779",548371.136214376
"780",322294.205641249
"781",492317.882773488
"782",465474.545083568
"783",412335.214132107
"784",248713.28692363
"785",191574.745762878
"786",435775.535037226
"787",466157.899385936
"788",550102.466450347
"789",334550.393998019
"790",744421.931586235
"791",394191.940519171
"792",743585.963730705
"793",1194803.29474733
"794",418183.002740008
"795",671178.534571578
"796",582659.34006637
"797",417745.418112865
"798",482094.695361554
"799",203135.632210483
"800",840320.409763957
"801",162524.502121596
"802",838666.439259344
"803",492992.279753389
"804",586832.987179897
"805",753686.101141549
"806",659704.176038382
"807",836290.804944864
"808",652891.386083106
"809",495264.19786706
"810",382170.536139096
"811",629375.612001888
"812",438506.864401866
"813",739213.801727506
"814",513123.258055772
"815",269795.46377544
"816",401385.297982056
"817",417727.313893702
"818",309097.133190951
"819",269626.239854955
"820",922753.913600295
"821",339310.883104186
"822",728115.234837464
"823",984892.614626071
"824",578601.768533046
"825",664365.406879337
"826",381372.512197114
"827",356669.668902252
"828",483411.505830867
"829",653108.524063598
"830",363873.310431177
"831",712884.867509335
"832",201920.50716339
"833",312056.836092593
"834",240424.76798242
"835",721753.600346555
"836",436030.277178949
"837",384481.581638736
"838",792881.020738641
"839",431363.198909031
"840",619004.690576039
"841",455908.437914653
"842",1134841.89498471
"843",2057545.69987939
"844",273992.664495066
"845",749588.626281839
"846",728914.853259906
"847",648246.35764997
"848",332641.834999162
"849",1665234.75628611
"850",294309.03017427
"851",138789.143224591
"852",436419.543131307
"853",332803.649303099
"854",336847.647686148
"855",508015.658446878
"856",381486.109652665
"857",315595.254992405
"858",498058.749738796
"859",279742.354687253
"860",742507.480676845
"861",511803.072349805
"862",152384.069326185
"863",502137.305706959
"864",438072.77653316
"865",375876.626448964
"866",997034.711019494
"867",474901.841339242
"868",399457.544195278
"869",750156.089008309
"870",453789.930147285
"871",512520.19768991
"872",369143.88083454
"873",294385.318360542
"874",450811.854811762
"875",423263.773325668
"876",780127.297932469
"877",314306.195753032
"878",847750.49651173
"879",650218.237208669
"880",1410215.31755834
"881",1200970.76150077
"882",381984.490433306
"883",373822.838187841
"884",894650.70415462
"885",400323.165487441
"886",354279.060462679
"887",249317.143156318
"888",595136.890329226
"889",496838.32204474
"890",410380.147224454
"891",465745.176837694
"892",364348.454670128
"893",298398.139257155
"894",472706.221014387
"895",591749.102800262
"896",659932.297992173
"897",392800.023901588
"898",315702.737562675
"899",306163.432015875
"900",392194.345420324
"901",406577.938765894
"902",603791.634040705
"903",176646.70653846
"904",272171.948489334
"905",584250.757121962
"906",256140.898003095
"907",417125.446331677
"908",423665.359786565
"909",891854.843506217
"910",325586.767611603
"911",440548.950185603
"912",559715.464252306
"913",337864.661990104
"914",327282.679504588
"915",195973.803452687
"916",371731.614257389
"917",645100.490438908
"918",516092.111259871
"919",987211.145986188
"920",648336.688588056
"921",367797.73551702
"922",505495.093559797
"923",685838.87763814
"924",1569436.65720643
"925",543278.268846389
"926",254947.808162968
"927",482008.410704913
"928",656297.969246176
"929",295847.193513074
"930",304822.28466417
"931",1482093.65368757
"932",143879.946201925
"933",851230.812009856
"934",366054.802046089
"935",465736.381089671
"936",623141.422308954
"937",223423.460237666
"938",346939.684227302
"939",232132.28405493
"940",380252.135218664
"941",612516.232464852
"942",488278.861518814
"943",588542.784446491
"944",335390.929735104
"945",280886.576914773
"946",957038.351766294
"947",87256.6163307143
"948",188567.351484685
"949",299603.785610411
"950",548289.53131746
"951",630896.223884288
"952",530428.860076115
"953",259822.203910205
"954",400595.341369661
"955",784994.452548285
"956",175700.324448684
"957",581318.916409092
"958",281935.060498006
"959",536188.639222938
"960",802609.940546523
"961",780854.851708249
"962",908024.762940833
"963",278858.351493115
"964",376848.983065874
"965",407014.247434147
"966",556329.261259035
"967",492880.555332329
"968",537800.739392011
"969",674186.539177163
"970",729458.730320162
"971",586008.629481054
"972",393926.723651755
"973",290668.386513876
"974",780845.760145899
"975",652064.642571298
"976",481355.906636358
"977",871885.678665579
"978",522767.851291474
"979",447545.388870638
"980",368527.310665295
"981",729082.160702587
"982",666909.768791513
"983",437178.171102803
"984",373812.924399515
"985",292534.955941999
"986",302024.305206785
"987",408914.836099935
"988",244029.959938551
"989",612776.441838869
"990",353257.447950919
"991",303040.74014426
"992",768976.372754211
"993",1580824.10127174
"994",324387.751049475
"995",413892.219143358
"996",450471.473225245
"997",650701.983550124
"998",698564.82094574
"999",539134.163842398
"1000",641785.472298686
"1001",581024.309150732
"1002",482269.270270637
"1003",401990.464698883
"1004",1188065.58344267
"1005",279868.558793478
"1006",620514.398867791
"1007",777132.564600895
"1008",917977.285341772
"1009",851109.549288894
"1010",646876.607427714
"1011",600013.823043549
"1012",130053.441494292
"1013",897720.740928154
"1014",409867.998153246
"1015",457632.182994774
"1016",674100.835910869
"1017",157175.682980017
"1018",136112.492168815
"1019",243747.173504061
"1020",422215.605004433
"1021",432922.422670837
"1022",655652.45779074
"1023",839946.04657762
"1024",750640.66524163
"1025",332515.389990985
"1026",208415.068205227
"1027",739968.572524908
"1028",141859.179081465
"1029",402513.836505034
"1030",425549.272062292
"1031",562637.910540943
"1032",420900.248437603
"1033",319059.723084819
"1034",771285.563250912
"1035",442445.113637889
"1036",616658.652032001
"1037",703408.178288706
"1038",454038.523420701
"1039",276917.14006218
"1040",431168.925867015
"1041",710830.240975053
"1042",548850.31574966
"1043",157216.955865852
"1044",416101.594305256
"1045",304807.100400224
"1046",646595.941346041
"1047",503697.046140662
"1048",294205.213951227
"1049",229514.144956091
"1050",789147.966523645
"1051",507657.881059126
"1052",362553.89517139
"1053",395103.828136398
"1054",515260.07660507
"1055",285038.479574662
"1056",501026.919950884
"1057",726894.930088373
"1058",508016.260265432
"1059",654256.873186766
"1060",616295.296502444
"1061",635827.933653491
"1062",1421112.58394701
"1063",507152.675983905
"1064",252286.251775923
"1065",635739.918196663
"1066",329155.039572981
"1067",367174.771972379
"1068",502363.827223037
"1069",604164.072755752
"1070",614291.444631899
"1071",1008786.44653402
"1072",261679.58748511
"1073",294953.390719001
"1074",266848.903815442
"1075",340977.465311911
"1076",803734.756858895
"1077",295846.085914457
"1078",804390.564306368
"1079",285243.49224781
"1080",211811.111710633
"1081",490277.328656184
"1082",343324.446272056
"1083",306513.469398479
"1084",506913.860429701
"1085",471043.889453579
"1086",291066.093638269
"1087",541001.250249368
"1088",606404.26399337
"1089",220494.93217709
"1090",382757.51072337
"1091",342219.766562047
"1092",345518.679403905
"1093",375564.246181213
"1094",528102.995080056
"1095",682877.898501645
"1096",570220.383860402
"1097",346005.923997475
"1098",213812.97140931
"1099",768716.675038346
"1100",202191.364166447
"1101",560374.135024672
"1102",302761.126543151
"1103",537544.026878635
"1104",518473.288883862
"1105",1666689.41175199
"1106",1275595.78414034
"1107",646518.526728886
"1108",359955.473157184
"1109",151493.736876565
"1110",941190.429629661
"1111",444996.153438184
"1112",482056.817394849
"1113",576484.362781598
"1114",802664.459597793
"1115",91148.4563214751
"1116",600891.427992741
"1117",527825.980485974
"1118",337109.398785979
"1119",602321.493118608
"1120",923605.524373155
"1121",1948619.42937264
"1122",513057.821460241
"1123",312424.510201034
"1124",684279.711853139
"1125",362339.056671887
"1126",805811.384393584
"1127",313739.988575023
"1128",421578.709942761
"1129",482270.134360345
"1130",590866.800866356
"1131",652140.631097338
"1132",578326.568759964
"1133",350006.00958027
"1134",481593.937644908
"1135",521387.495621939
"1136",241445.043064702
"1137",657469.980193042
"1138",717766.803623143
"1139",391071.660143218
"1140",572633.374640873
"1141",223258.999079684
"1142",595161.884185232
"1143",333242.939418156
"1144",455926.360074339
"1145",547192.624229346
"1146",971711.590182216
"1147",344581.124267284
"1148",292176.309933034
"1149",539392.063619911
"1150",609411.109136202
"1151",2374246.96449118
"1152",404163.533768318
"1153",402637.627401101
"1154",463089.084904093
"1155",266656.369896871
"1156",432484.085989917
"1157",563194.826432531
"1158",233954.274884985
"1159",800128.847943247
"1160",266323.666838378
"1161",431197.970685741
"1162",440177.597301828
"1163",767886.954063617
"1164",301923.784407689
"1165",211268.935695193
"1166",523795.094886693
"1167",312279.363740581
"1168",281748.959747448
"1169",255078.960021461
"1170",421487.396991142
"1171",686736.519938472
"1172",780241.278395285
"1173",343057.597995973
"1174",1047740.85024934
"1175",541588.478195029
"1176",128584.49481813
"1177",1570751.12806421
"1178",526564.10095362
"1179",249896.800388438
"1180",296382.411554037
"1181",521512.024611339
"1182",583278.185077217
"1183",342589.044410754
"1184",183743.756078039
"1185",822728.308711973
"1186",940624.683784703
"1187",318229.103399918
"1188",418826.684383519
"1189",625994.210622878
"1190",247032.426698131
"1191",329393.162552062
"1192",633754.477191933
"1193",342991.523276393
"1194",481845.928707838
"1195",926664.432137331
"1196",357443.699800686
"1197",529951.866619754
"1198",633556.708384693
"1199",268792.438459516
"1200",536936.903682466
"1201",273432.443387155
"1202",722889.12589016
"1203",383636.535228977
"1204",108923.456975346
"1205",416718.298241826
"1206",355810.323579586
"1207",901592.015155112
"1208",201821.14390281
"1209",700824.723916044
"1210",167502.891811006
"1211",1114443.93735882
"1212",303022.886416545
"1213",354042.236395989
"1214",230038.350061682
"1215",750018.129170724
"1216",359239.804564425
"1217",338754.965343234
"1218",234619.591082045
"1219",548441.827863957
"1220",1060152.11357667
"1221",706653.652364571
"1222",512744.915384751
"1223",489088.468304317
"1224",548859.50197983
"1225",333990.234532608
"1226",357885.496356304
"1227",241211.527880617
"1228",424897.195745491
"1229",428474.924642194
"1230",918239.471958791
"1231",348376.525297186
"1232",550591.373138908
"1233",499709.817392502
"1234",340472.75357434
"1235",233467.306671095
"1236",287472.378169854
"1237",954850.981533358
"1238",927280.962192654
"1239",418810.473264964
"1240",1120542.30860483
"1241",984204.024252231
"1242",227519.611481538
"1243",1159006.44704629
"1244",224965.809722313
"1245",372865.752554915
"1246",278035.931139102
"1247",209834.83604824
"1248",195299.600188443
"1249",180012.71182585
"1250",328833.60878504
"1251",410122.439795702
"1252",486120.073470199
"1253",408212.285230054
"1254",460732.171656395
"1255",405916.570948659
"1256",335325.302421739
"1257",567865.481197435
"1258",377347.806261289
"1259",926010.649399006
"1260",516582.142739491
"1261",552577.511388104
"1262",419088.257455083
"1263",170842.997587064
"1264",583916.561893214
"1265",662310.008592024
"1266",2438189.31019977
"1267",2582251.2305499
"1268",232568.150831695
"1269",185424.532797462
"1270",757973.537719671
"1271",1245780.21147005
"1272",471966.244354347
"1273",282476.675658973
"1274",1188800.08924003
"1275",553389.892136178
"1276",545094.302714584
"1277",328491.21923101
"1278",516488.808793927
"1279",297120.328374088
"1280",539809.565805679
"1281",511962.991188953
"1282",450556.661597369
"1283",205709.894717753
"1284",1017247.54938762
"1285",678265.433520553
"1286",371925.606688082
"1287",456990.549478353
"1288",575512.054529138
"1289",623656.319597675
"1290",450777.925670403
"1291",692607.449171578
"1292",433827.162566958
"1293",400516.921310364
"1294",468378.695875654
"1295",641069.076557989
"1296",417331.526968766
"1297",699193.045916506
"1298",176210.568903535
"1299",458858.734359272
"1300",394757.960138955
"1301",383287.814113272
"1302",580296.618433851
"1303",540487.155892542
"1304",640249.950447474
"1305",606488.27783483
"1306",578813.397194229
"1307",280980.292224721
"1308",552985.680674017
"1309",265058.164148776
"1310",388648.522090181
"1311",749269.205319638
"1312",264320.822728792
"1313",389717.454863236
"1314",716740.621733295
"1315",353427.263292266
"1316",307464.398529874
"1317",534768.872448095
"1318",445869.312143628
"1319",512206.233459627
"1320",976047.743594358
"1321",494874.927147805
"1322",525209.314539415
"1323",374946.475952372
"1324",1157155.39484363
"1325",706764.898376044
"1326",763723.892693863
"1327",252551.782821919
"1328",518887.274003564
"1329",978582.71736257
"1330",523522.278062013
"1331",1374487.00091039
"1332",439063.252169461
"1333",475746.568475583
"1334",309369.115263661
"1335",576570.34744247
"1336",396100.614721217
"1337",794210.714883604
"1338",307764.535942749
"1339",484537.414482999
"1340",514299.21174535
"1341",309245.566619153
"1342",632325.700007677
"1343",388846.749760369
"1344",582920.433860819
"1345",1124574.28521702
"1346",549123.811829925
"1347",475655.415067388
"1348",415583.237680683
"1349",355843.021870664
"1350",454210.147858332
"1351",439177.392431925
"1352",543272.819916264
"1353",666187.312724674
